isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS
0,ask,I,i,0,PRP,XXXX,XXXX,VBD,","
1,ask,asked,ask,1,VBD,PRP,XXXX,",",``
0,ask,",",",",2,",",VBD,PRP,``,IN
0,ask,``,``,3,``,",",VBD,IN,DT
0,ask,on,on,4,IN,``,",",DT,NN
0,ask,the,the,5,DT,IN,``,NN,IN
0,ask,day,day,6,NN,DT,IN,IN,DT
0,ask,of,of,7,IN,NN,DT,DT,JJ
0,ask,the,the,8,DT,IN,NN,JJ,:
0,ask,forty,forty,9,JJ,DT,IN,:,CD
0,ask,-,-,10,:,JJ,DT,CD,NNS
0,ask,four,four,11,CD,:,JJ,NNS,.
0,ask,sunsets,sunset,12,NNS,CD,:,.,``
0,ask,?,?,13,.,NNS,CD,``,XXXX
0,ask,``,``,14,``,.,NNS,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,DT,JJ
0,contrast,the,the,1,DT,CC,XXXX,JJ,NN
0,contrast,little,little,2,JJ,DT,CC,NN,VBD
0,contrast,prince,prince,3,NN,JJ,DT,VBD,DT
0,contrast,made,make,4,VBD,NN,JJ,DT,NN
0,contrast,no,no,5,DT,VBD,NN,NN,.
0,contrast,reply,reply,6,NN,DT,VBD,.,XXXX
0,contrast,.,.,7,.,NN,DT,XXXX,XXXX
1,chapter,Chapter,chapter,0,NN,XXXX,XXXX,CD,.
0,chapter,7,7,1,CD,NN,XXXX,.,XXXX
0,chapter,.,.,2,.,CD,NN,XXXX,XXXX
0,reveal,On,on,0,IN,XXXX,XXXX,DT,JJ
0,reveal,the,the,1,DT,IN,XXXX,JJ,NN
0,reveal,fifth,fifth,2,JJ,DT,IN,NN,:
0,reveal,day,day,3,NN,JJ,DT,:,RB
0,reveal,--,--,4,:,NN,JJ,RB,","
0,reveal,again,again,5,RB,:,NN,",",IN
0,reveal,",",",",6,",",RB,:,IN,RB
0,reveal,as,a,7,IN,",",RB,RB,","
0,reveal,always,always,8,RB,IN,",",",",PRP
0,reveal,",",",",9,",",RB,IN,PRP,VBD
0,reveal,it,it,10,PRP,",",RB,VBD,NNS
0,reveal,was,be,11,VBD,PRP,",",NNS,TO
0,reveal,thanks,thanks,12,NNS,VBD,PRP,TO,DT
0,reveal,to,to,13,TO,NNS,VBD,DT,NN
0,reveal,the,the,14,DT,TO,NNS,NN,:
0,reveal,sheep,sheep,15,NN,DT,TO,:,DT
0,reveal,--,--,16,:,NN,DT,DT,NN
0,reveal,the,the,17,DT,:,NN,NN,IN
0,reveal,secret,secret,18,NN,DT,:,IN,DT
0,reveal,of,of,19,IN,NN,DT,DT,JJ
0,reveal,the,the,20,DT,IN,NN,JJ,NN
0,reveal,little,little,21,JJ,DT,IN,NN,POS
0,reveal,prince,prince,22,NN,JJ,DT,POS,NN
0,reveal,'s,'s,23,POS,NN,JJ,NN,VBD
0,reveal,life,life,24,NN,POS,NN,VBD,VBN
0,reveal,was,be,25,VBD,NN,POS,VBN,TO
1,reveal,revealed,reveal,26,VBN,VBD,NN,TO,PRP
0,reveal,to,to,27,TO,VBN,VBD,PRP,.
0,reveal,me,me,28,PRP,TO,VBN,.,XXXX
0,reveal,.,.,29,.,PRP,TO,XXXX,XXXX
0,demand,Abruptly,abruptly,0,RB,XXXX,XXXX,",",IN
0,demand,",",",",1,",",RB,XXXX,IN,NN
0,demand,without,without,2,IN,",",RB,NN,TO
0,demand,anything,anything,3,NN,IN,",",TO,VB
0,demand,to,to,4,TO,NN,IN,VB,RP
0,demand,lead,lead,5,VB,TO,NN,RP,TO
0,demand,up,up,6,RP,VB,TO,TO,PRP
0,demand,to,to,7,TO,RP,VB,PRP,","
0,demand,it,it,8,PRP,TO,RP,",",CC
0,demand,",",",",9,",",PRP,TO,CC,IN
0,demand,and,and,10,CC,",",PRP,IN,IN
0,demand,as,a,11,IN,CC,",",IN,DT
0,demand,if,if,12,IN,IN,CC,DT,NN
0,demand,the,the,13,DT,IN,IN,NN,VBD
0,demand,question,question,14,NN,DT,IN,VBD,VBN
0,demand,had,have,15,VBD,NN,DT,VBN,VBN
0,demand,been,be,16,VBN,VBD,NN,VBN,IN
0,demand,born,born,17,VBN,VBN,VBD,IN,RB
0,demand,of,of,18,IN,VBN,VBN,RB,CC
0,demand,long,long,19,RB,IN,VBN,CC,JJ
0,demand,and,and,20,CC,RB,IN,JJ,NN
0,demand,silent,silent,21,JJ,CC,RB,NN,IN
0,demand,meditation,meditation,22,NN,JJ,CC,IN,PRP$
0,demand,on,on,23,IN,NN,JJ,PRP$,NN
0,demand,his,his,24,PRP$,IN,NN,NN,","
0,demand,problem,problem,25,NN,PRP$,IN,",",PRP
0,demand,",",",",26,",",NN,PRP$,PRP,VBD
0,demand,he,he,27,PRP,",",NN,VBD,:
1,demand,demanded,demand,28,VBD,PRP,",",:,``
0,demand,:,:,29,:,VBD,PRP,``,DT
0,demand,``,``,30,``,:,VBD,DT,NN
0,demand,A,a,31,DT,``,:,NN,:
0,demand,sheep,sheep,32,NN,DT,``,:,IN
0,demand,--,--,33,:,NN,DT,IN,PRP
0,demand,if,if,34,IN,:,NN,PRP,VBZ
0,demand,it,it,35,PRP,IN,:,VBZ,JJ
0,demand,eats,eats,36,VBZ,PRP,IN,JJ,NNS
0,demand,little,little,37,JJ,VBZ,PRP,NNS,","
0,demand,bushes,bush,38,NNS,JJ,VBZ,",",VBZ
0,demand,",",",",39,",",NNS,JJ,VBZ,PRP
0,demand,does,do,40,VBZ,",",NNS,PRP,VB
0,demand,it,it,41,PRP,VBZ,",",VB,NNS
0,demand,eat,eat,42,VB,PRP,VBZ,NNS,","
0,demand,flowers,flower,43,NNS,VB,PRP,",",RB
0,demand,",",",",44,",",NNS,VB,RB,.
0,demand,too,too,45,RB,",",NNS,.,``
0,demand,?,?,46,.,RB,",",``,XXXX
0,demand,``,``,47,``,.,RB,XXXX,XXXX
0,sheep,``,``,0,``,XXXX,XXXX,DT,NN
0,sheep,A,a,1,DT,``,XXXX,NN,","
1,sheep,sheep,sheep,2,NN,DT,``,",",``
0,sheep,",",",",3,",",NN,DT,``,XXXX
0,sheep,``,``,4,``,",",NN,XXXX,XXXX
0,answer,I,i,0,PRP,XXXX,XXXX,VBD,","
1,answer,answered,answer,1,VBD,PRP,XXXX,",",``
0,answer,",",",",2,",",VBD,PRP,``,VBZ
0,answer,``,``,3,``,",",VBD,VBZ,NN
0,answer,eats,eats,4,VBZ,``,",",NN,PRP
0,answer,anything,anything,5,NN,VBZ,``,PRP,VBZ
0,answer,it,it,6,PRP,NN,VBZ,VBZ,IN
0,answer,finds,find,7,VBZ,PRP,NN,IN,PRP$
0,answer,in,in,8,IN,VBZ,PRP,PRP$,NN
0,answer,its,it,9,PRP$,IN,VBZ,NN,.
0,answer,reach,reach,10,NN,PRP$,IN,.,``
0,answer,.,.,11,.,NN,PRP$,``,XXXX
0,answer,``,``,12,``,.,NN,XXXX,XXXX
0,flower,``,``,0,``,XXXX,XXXX,RB,NNS
0,flower,Even,even,1,RB,``,XXXX,NNS,WDT
1,flower,flowers,flower,2,NNS,RB,``,WDT,VBP
0,flower,that,that,3,WDT,NNS,RB,VBP,VBN
0,flower,have,have,4,VBP,WDT,NNS,VBN,.
0,flower,thorns,thorn,5,VBN,VBP,WDT,.,``
0,flower,?,?,6,.,VBN,VBP,``,XXXX
0,flower,``,``,7,``,.,VBN,XXXX,XXXX
0,flower,``,``,0,``,XXXX,XXXX,UH,","
0,flower,Yes,yes,1,UH,``,XXXX,",",RB
0,flower,",",",",2,",",UH,``,RB,NNS
0,flower,even,even,3,RB,",",UH,NNS,WDT
1,flower,flowers,flower,4,NNS,RB,",",WDT,VBP
0,flower,that,that,5,WDT,NNS,RB,VBP,NNS
0,flower,have,have,6,VBP,WDT,NNS,NNS,.
0,flower,thorns,thorn,7,NNS,VBP,WDT,.,``
0,flower,.,.,8,.,NNS,VBP,``,XXXX
0,flower,``,``,9,``,.,NNS,XXXX,XXXX
0,havepurpose,``,``,0,``,XXXX,XXXX,RB,DT
0,havepurpose,Then,then,1,RB,``,XXXX,DT,NNS
0,havepurpose,the,the,2,DT,RB,``,NNS,:
0,havepurpose,thorns,thorn,3,NNS,DT,RB,:,WP
0,havepurpose,--,--,4,:,NNS,DT,WP,NN
0,havepurpose,what,what,5,WP,:,NNS,NN,VBP
0,havepurpose,use,use,6,NN,WP,:,VBP,PRP
0,havepurpose,are,be,7,VBP,NN,WP,PRP,.
0,havepurpose,they,they,8,PRP,VBP,NN,.,``
0,havepurpose,?,?,9,.,PRP,VBP,``,XXXX
0,havepurpose,``,``,10,``,.,PRP,XXXX,XXXX
0,know,I,i,0,PRP,XXXX,XXXX,VBD,RB
0,know,did,do,1,VBD,PRP,XXXX,RB,VB
0,know,not,not,2,RB,VBD,PRP,VB,.
1,know,know,know,3,VB,RB,VBD,.,XXXX
0,know,.,.,4,.,VB,RB,XXXX,XXXX
0,try,At,at,0,IN,XXXX,XXXX,DT,NN
0,try,that,that,1,DT,IN,XXXX,NN,PRP
0,try,moment,moment,2,NN,DT,IN,PRP,VBD
0,try,I,i,3,PRP,NN,DT,VBD,RB
0,try,was,be,4,VBD,PRP,NN,RB,JJ
0,try,very,very,5,RB,VBD,PRP,JJ,VBG
0,try,busy,busy,6,JJ,RB,VBD,VBG,TO
1,try,trying,try,7,VBG,JJ,RB,TO,VB
0,try,to,to,8,TO,VBG,JJ,VB,DT
0,try,unscrew,unscrew,9,VB,TO,VBG,DT,NN
0,try,a,a,10,DT,VB,TO,NN,WDT
0,try,bolt,bolt,11,NN,DT,VB,WDT,VBD
0,try,that,that,12,WDT,NN,DT,VBD,VBN
0,try,had,have,13,VBD,WDT,NN,VBN,VBN
0,try,got,get,14,VBN,VBD,WDT,VBN,IN
0,try,stuck,stuck,15,VBN,VBN,VBD,IN,PRP$
0,try,in,in,16,IN,VBN,VBN,PRP$,NN
0,try,my,my,17,PRP$,IN,VBN,NN,.
0,try,engine,engine,18,NN,PRP$,IN,.,XXXX
0,try,.,.,19,.,NN,PRP$,XXXX,XXXX
0,cause,I,i,0,PRP,XXXX,XXXX,VBD,RB
0,cause,was,be,1,VBD,PRP,XXXX,RB,JJ
0,cause,very,very,2,RB,VBD,PRP,JJ,VBN
0,cause,much,much,3,JJ,RB,VBD,VBN,","
0,cause,worried,worried,4,VBN,JJ,RB,",",IN
0,cause,",",",",5,",",VBN,JJ,IN,PRP
0,cause,for,for,6,IN,",",VBN,PRP,VBD
0,cause,it,it,7,PRP,IN,",",VBD,VBG
0,cause,was,be,8,VBD,PRP,IN,VBG,JJ
0,cause,becoming,become,9,VBG,VBD,PRP,JJ,TO
0,cause,clear,clear,10,JJ,VBG,VBD,TO,PRP
0,cause,to,to,11,TO,JJ,VBG,PRP,IN
0,cause,me,me,12,PRP,TO,JJ,IN,DT
0,cause,that,that,13,IN,PRP,TO,DT,NN
0,cause,the,the,14,DT,IN,PRP,NN,IN
0,cause,breakdown,breakdown,15,NN,DT,IN,IN,PRP$
0,cause,of,of,16,IN,NN,DT,PRP$,NN
0,cause,my,my,17,PRP$,IN,NN,NN,VBD
0,cause,plane,plane,18,NN,PRP$,IN,VBD,RB
0,cause,was,be,19,VBD,NN,PRP$,RB,JJ
0,cause,extremely,extremely,20,RB,VBD,NN,JJ,.
0,cause,serious,serious,21,JJ,RB,VBD,.,XXXX
0,cause,.,.,22,.,JJ,RB,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,I,i,1,PRP,CC,XXXX,VBD,RB
0,and,had,have,2,VBD,PRP,CC,RB,JJ
0,and,so,so,3,RB,VBD,PRP,JJ,VBG
0,and,little,little,4,JJ,RB,VBD,VBG,:
0,and,drinking,drinking,5,VBG,JJ,RB,:,NN
0,and,-,-,6,:,VBG,JJ,NN,VBD
0,and,water,water,7,NN,:,VBG,VBD,IN
0,and,left,left,8,VBD,NN,:,IN,PRP
0,and,that,that,9,IN,VBD,NN,PRP,VBD
0,and,I,i,10,PRP,IN,VBD,VBD,TO
0,and,had,have,11,VBD,PRP,IN,TO,VB
0,and,to,to,12,TO,VBD,PRP,VB,IN
0,and,fear,fear,13,VB,TO,VBD,IN,DT
0,and,for,for,14,IN,VB,TO,DT,JJS
0,and,the,the,15,DT,IN,VB,JJS,.
0,and,worst,bad,16,JJS,DT,IN,.,XXXX
0,and,.,.,17,.,JJS,DT,XXXX,XXXX
0,use,``,``,0,``,XXXX,XXXX,DT,NNS
0,use,The,the,1,DT,``,XXXX,NNS,:
0,use,thorns,thorn,2,NNS,DT,``,:,:
0,use,-,-,3,:,NNS,DT,:,WP
0,use,-,-,4,:,:,NNS,WP,NN
0,use,what,what,5,WP,:,:,NN,VBP
1,use,use,use,6,NN,WP,:,VBP,PRP
0,use,are,be,7,VBP,NN,WP,PRP,.
0,use,they,they,8,PRP,VBP,NN,.,``
0,use,?,?,9,.,PRP,VBP,``,XXXX
0,use,``,``,10,``,.,PRP,XXXX,XXXX
0,let,The,the,0,DT,XXXX,XXXX,JJ,NN
0,let,little,little,1,JJ,DT,XXXX,NN,RB
0,let,prince,prince,2,NN,JJ,DT,RB,VBD
0,let,never,never,3,RB,NN,JJ,VBD,VB
1,let,let,let,4,VBD,RB,NN,VB,IN
0,let,go,go,5,VB,VBD,RB,IN,DT
0,let,of,of,6,IN,VB,VBD,DT,NN
0,let,a,a,7,DT,IN,VB,NN,","
0,let,question,question,8,NN,DT,IN,",",RB
0,let,",",",",9,",",NN,DT,RB,PRP
0,let,once,once,10,RB,",",NN,PRP,VBD
0,let,he,he,11,PRP,RB,",",VBD,VBN
0,let,had,have,12,VBD,PRP,RB,VBN,PRP
0,let,asked,ask,13,VBN,VBD,PRP,PRP,.
0,let,it,it,14,PRP,VBN,VBD,.,XXXX
0,let,.,.,15,.,PRP,VBN,XXXX,XXXX
0,upset,As,as,0,IN,XXXX,XXXX,IN,PRP
0,upset,for,for,1,IN,IN,XXXX,PRP,","
0,upset,me,me,2,PRP,IN,IN,",",PRP
0,upset,",",",",3,",",PRP,IN,PRP,VBD
0,upset,I,i,4,PRP,",",PRP,VBD,VBN
0,upset,was,be,5,VBD,PRP,",",VBN,IN
1,upset,upset,upset,6,VBN,VBD,PRP,IN,DT
0,upset,over,over,7,IN,VBN,VBD,DT,NN
0,upset,that,that,8,DT,IN,VBN,NN,.
0,upset,bolt,bolt,9,NN,DT,IN,.,XXXX
0,upset,.,.,10,.,NN,DT,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,I,i,1,PRP,CC,XXXX,VBD,IN
0,and,answered,answer,2,VBD,PRP,CC,IN,DT
0,and,with,with,3,IN,VBD,PRP,DT,JJ
0,and,the,the,4,DT,IN,VBD,JJ,NN
0,and,first,first,5,JJ,DT,IN,NN,WDT
0,and,thing,thing,6,NN,JJ,DT,WDT,VBD
0,and,that,that,7,WDT,NN,JJ,VBD,IN
0,and,came,come,8,VBD,WDT,NN,IN,PRP$
0,and,into,into,9,IN,VBD,WDT,PRP$,NN
0,and,my,my,10,PRP$,IN,VBD,NN,:
0,and,head,head,11,NN,PRP$,IN,:,``
0,and,:,:,12,:,NN,PRP$,``,DT
0,and,``,``,13,``,:,NN,DT,NNS
0,and,The,the,14,DT,``,:,NNS,VBP
0,and,thorns,thorn,15,NNS,DT,``,VBP,IN
0,and,are,be,16,VBP,NNS,DT,IN,DT
0,and,of,of,17,IN,VBP,NNS,DT,NN
0,and,no,no,18,DT,IN,VBP,NN,IN
0,and,use,use,19,NN,DT,IN,IN,DT
0,and,at,at,20,IN,NN,DT,DT,.
0,and,all,all,21,DT,IN,NN,.,XXXX
0,and,.,.,22,.,DT,IN,XXXX,XXXX
0,have,Flowers,flowers,0,NNS,XXXX,XXXX,VBP,NNS
1,have,have,have,1,VBP,NNS,XXXX,NNS,RB
0,have,thorns,thorn,2,NNS,VBP,NNS,RB,IN
0,have,just,just,3,RB,NNS,VBP,IN,NN
0,have,for,for,4,IN,RB,NNS,NN,.
0,have,spite,spite,5,NN,IN,RB,.,``
0,have,!,!,6,.,NN,IN,``,XXXX
0,have,``,``,7,``,.,NN,XXXX,XXXX
0,oh,``,``,0,``,XXXX,XXXX,UH,.
1,oh,Oh,oh,1,UH,``,XXXX,.,``
0,oh,!,!,2,.,UH,``,``,XXXX
0,oh,``,``,3,``,.,UH,XXXX,XXXX
0,moment,There,there,0,EX,XXXX,XXXX,VBD,DT
0,moment,was,be,1,VBD,EX,XXXX,DT,NN
0,moment,a,a,2,DT,VBD,EX,NN,IN
1,moment,moment,moment,3,NN,DT,VBD,IN,JJ
0,moment,of,of,4,IN,NN,DT,JJ,NN
0,moment,complete,complete,5,JJ,IN,NN,NN,.
0,moment,silence,silence,6,NN,JJ,IN,.,XXXX
0,moment,.,.,7,.,NN,JJ,XXXX,XXXX
0,flash,Then,then,0,RB,XXXX,XXXX,DT,JJ
0,flash,the,the,1,DT,RB,XXXX,JJ,NN
0,flash,little,little,2,JJ,DT,RB,NN,VBD
0,flash,prince,prince,3,NN,JJ,DT,VBD,RB
1,flash,flashed,flash,4,VBD,NN,JJ,RB,IN
0,flash,back,back,5,RB,VBD,NN,IN,PRP
0,flash,at,at,6,IN,RB,VBD,PRP,","
0,flash,me,me,7,PRP,IN,RB,",",IN
0,flash,",",",",8,",",PRP,IN,IN,DT
0,flash,with,with,9,IN,",",PRP,DT,NN
0,flash,a,a,10,DT,IN,",",NN,IN
0,flash,kind,kind,11,NN,DT,IN,IN,NN
0,flash,of,of,12,IN,NN,DT,NN,:
0,flash,resentfulness,resentfulness,13,NN,IN,NN,:,``
0,flash,:,:,14,:,NN,IN,``,PRP
0,flash,``,``,15,``,:,NN,PRP,VBP
0,flash,I,i,16,PRP,``,:,VBP,RB
0,flash,do,do,17,VBP,PRP,``,RB,VB
0,flash,n't,n't,18,RB,VBP,PRP,VB,PRP
0,flash,believe,believe,19,VB,RB,VBP,PRP,.
0,flash,you,you,20,PRP,VB,RB,.,XXXX
0,flash,!,!,21,.,PRP,VB,XXXX,XXXX
0,creature,Flowers,flowers,0,NNS,XXXX,XXXX,VBP,JJ
0,creature,are,be,1,VBP,NNS,XXXX,JJ,NNS
0,creature,weak,weak,2,JJ,VBP,NNS,NNS,.
1,creature,creatures,creature,3,NNS,JJ,VBP,.,XXXX
0,creature,.,.,4,.,NNS,JJ,XXXX,XXXX
0,naive,They,they,0,PRP,XXXX,XXXX,VBP,JJ
0,naive,are,be,1,VBP,PRP,XXXX,JJ,.
0,naive,naïve,naïve,2,JJ,VBP,PRP,.,XXXX
0,naive,.,.,3,.,JJ,VBP,XXXX,XXXX
0,reassure,They,they,0,PRP,XXXX,XXXX,VBP,PRP
1,reassure,reassure,reassure,1,VBP,PRP,XXXX,PRP,IN
0,reassure,themselves,themselves,2,PRP,VBP,PRP,IN,IN
0,reassure,as,a,3,IN,PRP,VBP,IN,PRP
0,reassure,best,best,4,IN,IN,PRP,PRP,MD
0,reassure,they,they,5,PRP,IN,IN,MD,.
0,reassure,can,can,6,MD,PRP,IN,.,XXXX
0,reassure,.,.,7,.,MD,PRP,XXXX,XXXX
0,believe,They,they,0,PRP,XXXX,XXXX,VBP,IN
1,believe,believe,believe,1,VBP,PRP,XXXX,IN,PRP$
0,believe,that,that,2,IN,VBP,PRP,PRP$,NNS
0,believe,their,their,3,PRP$,IN,VBP,NNS,VBP
0,believe,thorns,thorn,4,NNS,PRP$,IN,VBP,JJ
0,believe,are,be,5,VBP,NNS,PRP$,JJ,NNS
0,believe,terrible,terrible,6,JJ,VBP,NNS,NNS,:
0,believe,weapons,weapon,7,NNS,JJ,VBP,:,``
0,believe,...,...,8,:,NNS,JJ,``,XXXX
0,believe,``,``,9,``,:,NNS,XXXX,XXXX
0,answer,I,i,0,PRP,XXXX,XXXX,VBD,RB
0,answer,did,do,1,VBD,PRP,XXXX,RB,VB
0,answer,not,not,2,RB,VBD,PRP,VB,.
1,answer,answer,answer,3,VB,RB,VBD,.,XXXX
0,answer,.,.,4,.,VB,RB,XXXX,XXXX
0,say,At,at,0,IN,XXXX,XXXX,DT,NN
0,say,that,that,1,DT,IN,XXXX,NN,PRP
0,say,instant,instant,2,NN,DT,IN,PRP,VBD
0,say,I,i,3,PRP,NN,DT,VBD,VBG
0,say,was,be,4,VBD,PRP,NN,VBG,TO
1,say,saying,say,5,VBG,VBD,PRP,TO,VB
0,say,to,to,6,TO,VBG,VBD,VB,:
0,say,myself,myself,7,VB,TO,VBG,:,``
0,say,:,:,8,:,VB,TO,``,IN
0,say,``,``,9,``,:,VB,IN,DT
0,say,If,if,10,IN,``,:,DT,NN
0,say,this,this,11,DT,IN,``,NN,RB
0,say,bolt,bolt,12,NN,DT,IN,RB,MD
0,say,still,still,13,RB,NN,DT,MD,RB
0,say,will,will,14,MD,RB,NN,RB,VB
0,say,n't,n't,15,RB,MD,RB,VB,","
0,say,turn,turn,16,VB,RB,MD,",",PRP
0,say,",",",",17,",",VB,RB,PRP,VBP
0,say,I,i,18,PRP,",",VB,VBP,VBG
0,say,am,be,19,VBP,PRP,",",VBG,TO
0,say,going,go,20,VBG,VBP,PRP,TO,VB
0,say,to,to,21,TO,VBG,VBP,VB,PRP
0,say,knock,knock,22,VB,TO,VBG,PRP,RP
0,say,it,it,23,PRP,VB,TO,RP,IN
0,say,out,out,24,RP,PRP,VB,IN,DT
0,say,with,with,25,IN,RP,PRP,DT,NN
0,say,the,the,26,DT,IN,RP,NN,.
0,say,hammer,hammer,27,NN,DT,IN,.,``
0,say,.,.,28,.,NN,DT,``,XXXX
0,say,``,``,29,``,.,NN,XXXX,XXXX
0,disturb,Again,again,0,VB,XXXX,XXXX,DT,JJ
0,disturb,the,the,1,DT,VB,XXXX,JJ,NN
0,disturb,little,little,2,JJ,DT,VB,NN,VBD
0,disturb,prince,prince,3,NN,JJ,DT,VBD,PRP$
0,disturb,disturbed,disturbed,4,VBD,NN,JJ,PRP$,NNS
0,disturb,my,my,5,PRP$,VBD,NN,NNS,.
0,disturb,thoughts,thought,6,NNS,PRP$,VBD,.,XXXX
0,disturb,.,.,7,.,NNS,PRP$,XXXX,XXXX
0,and,``,``,0,``,XXXX,XXXX,CC,PRP
1,and,And,and,1,CC,``,XXXX,PRP,RB
0,and,you,you,2,PRP,CC,``,RB,VBP
0,and,actually,actually,3,RB,PRP,CC,VBP,IN
0,and,believe,believe,4,VBP,RB,PRP,IN,DT
0,and,that,that,5,IN,VBP,RB,DT,NNS
0,and,the,the,6,DT,IN,VBP,NNS,:
0,and,flowers,flower,7,NNS,DT,IN,:,:
0,and,-,-,8,:,NNS,DT,:,``
0,and,-,-,9,:,:,NNS,``,XXXX
0,and,``,``,10,``,:,:,XXXX,XXXX
0,no,``,``,0,``,XXXX,XXXX,UH,","
0,no,Oh,oh,1,UH,``,XXXX,",",DT
0,no,",",",",2,",",UH,``,DT,.
1,no,no,no,3,DT,",",UH,.,``
0,no,!,!,4,.,DT,",",``,XXXX
0,no,``,``,5,``,.,DT,XXXX,XXXX
0,cry,I,i,0,PRP,XXXX,XXXX,VBD,.
1,cry,cried,cry,1,VBD,PRP,XXXX,.,XXXX
0,cry,.,.,2,.,VBD,PRP,XXXX,XXXX
0,no,``,``,0,``,XXXX,XXXX,UH,","
1,no,No,no,1,UH,``,XXXX,",",DT
0,no,",",",",2,",",UH,``,DT,DT
0,no,no,no,3,DT,",",UH,DT,.
0,no,no,no,4,DT,DT,",",.,XXXX
0,no,!,!,5,.,DT,DT,XXXX,XXXX
0,believe,I,i,0,PRP,XXXX,XXXX,VBP,RB
0,believe,do,do,1,VBP,PRP,XXXX,RB,VB
0,believe,n't,n't,2,RB,VBP,PRP,VB,NN
1,believe,believe,believe,3,VB,RB,VBP,NN,.
0,believe,anything,anything,4,NN,VB,RB,.,XXXX
0,believe,.,.,5,.,NN,VB,XXXX,XXXX
0,answer,I,i,0,PRP,XXXX,XXXX,VBD,PRP
1,answer,answered,answer,1,VBD,PRP,XXXX,PRP,IN
0,answer,you,you,2,PRP,VBD,PRP,IN,DT
0,answer,with,with,3,IN,PRP,VBD,DT,JJ
0,answer,the,the,4,DT,IN,PRP,JJ,NN
0,answer,first,first,5,JJ,DT,IN,NN,WDT
0,answer,thing,thing,6,NN,JJ,DT,WDT,VBD
0,answer,that,that,7,WDT,NN,JJ,VBD,IN
0,answer,came,come,8,VBD,WDT,NN,IN,PRP$
0,answer,into,into,9,IN,VBD,WDT,PRP$,NN
0,answer,my,my,10,PRP$,IN,VBD,NN,.
0,answer,head,head,11,NN,PRP$,IN,.,XXXX
0,answer,.,.,12,.,NN,PRP$,XXXX,XXXX
0,see,Do,do,0,VBP,XXXX,XXXX,RB,PRP
0,see,n't,n't,1,RB,VBP,XXXX,PRP,VB
0,see,you,you,2,PRP,RB,VBP,VB,:
1,see,see,see,3,VB,PRP,RB,:,:
0,see,-,-,4,:,VB,PRP,:,PRP
0,see,-,-,5,:,:,VB,PRP,VBP
0,see,I,i,6,PRP,:,:,VBP,RB
0,see,am,be,7,VBP,PRP,:,RB,JJ
0,see,very,very,8,RB,VBP,PRP,JJ,IN
0,see,busy,busy,9,JJ,RB,VBP,IN,NNS
0,see,with,with,10,IN,JJ,RB,NNS,IN
0,see,matters,matter,11,NNS,IN,JJ,IN,NN
0,see,of,of,12,IN,NNS,IN,NN,.
0,see,consequence,consequence,13,NN,IN,NNS,.,``
0,see,!,!,14,.,NN,IN,``,XXXX
0,see,``,``,15,``,.,NN,XXXX,XXXX
0,stare,He,he,0,PRP,XXXX,XXXX,VBD,IN
0,stare,stared,star,1,VBD,PRP,XXXX,IN,PRP
0,stare,at,at,2,IN,VBD,PRP,PRP,","
0,stare,me,me,3,PRP,IN,VBD,",",NN
0,stare,",",",",4,",",PRP,IN,NN,.
0,stare,thunderstruck,thunderstruck,5,NN,",",PRP,.,XXXX
0,stare,.,.,6,.,NN,",",XXXX,XXXX
0,matter,``,``,0,``,XXXX,XXXX,NNS,IN
0,matter,Matters,matters,1,NNS,``,XXXX,IN,NN
0,matter,of,of,2,IN,NNS,``,NN,.
0,matter,consequence,consequence,3,NN,IN,NNS,.,``
0,matter,!,!,4,.,NN,IN,``,XXXX
0,matter,``,``,5,``,.,NN,XXXX,XXXX
0,look,He,he,0,PRP,XXXX,XXXX,VBD,IN
1,look,looked,look,1,VBD,PRP,XXXX,IN,PRP
0,look,at,at,2,IN,VBD,PRP,PRP,EX
0,look,me,me,3,PRP,IN,VBD,EX,","
0,look,there,there,4,EX,PRP,IN,",",IN
0,look,",",",",5,",",EX,PRP,IN,PRP$
0,look,with,with,6,IN,",",EX,PRP$,NN
0,look,my,my,7,PRP$,IN,",",NN,IN
0,look,hammer,hammer,8,NN,PRP$,IN,IN,PRP$
0,look,in,in,9,IN,NN,PRP$,PRP$,NN
0,look,my,my,10,PRP$,IN,NN,NN,","
0,look,hand,hand,11,NN,PRP$,IN,",",PRP$
0,look,",",",",12,",",NN,PRP$,PRP$,NNS
0,look,my,my,13,PRP$,",",NN,NNS,JJ
0,look,fingers,finger,14,NNS,PRP$,",",JJ,IN
0,look,black,black,15,JJ,NNS,PRP$,IN,NN
0,look,with,with,16,IN,JJ,NNS,NN,:
0,look,engine,engine,17,NN,IN,JJ,:,NN
0,look,-,-,18,:,NN,IN,NN,","
0,look,grease,grease,19,NN,:,NN,",",VBG
0,look,",",",",20,",",NN,:,VBG,RP
0,look,bending,bending,21,VBG,",",NN,RP,IN
0,look,down,down,22,RP,VBG,",",IN,DT
0,look,over,over,23,IN,RP,VBG,DT,NN
0,look,an,an,24,DT,IN,RP,NN,WDT
0,look,object,object,25,NN,DT,IN,WDT,VBD
0,look,which,which,26,WDT,NN,DT,VBD,TO
