word,normalized_words,focus,index,POS,-1POS,-2POS,+1POS,+2POS
consulted,consult,0,13,VBD,PRP,RB,DT,NN
a,a,0,14,DT,VBD,PRP,NN,NN
bulky,bulky,0,15,NN,DT,VBD,NN,.
almanac,almanac,0,16,NN,NN,DT,.,N/A
.,.,0,17,.,NN,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,NN,.
Hum,hum,1,1,NN,``,N/A,.,N/A
!,!,0,2,.,NN,``,N/A,N/A
Hum,hum,1,0,NN,N/A,N/A,.,N/A
!,!,0,1,.,NN,N/A,N/A,N/A
That,that,0,0,DT,N/A,N/A,MD,VB
will,will,0,1,MD,DT,N/A,VB,IN
be,be,0,2,VB,MD,DT,IN,:
about,about,0,3,IN,VB,MD,:,:
-,-,0,4,:,IN,VB,:,IN
-,-,0,5,:,:,IN,IN,:
about,about,0,6,IN,:,:,:,:
-,-,0,7,:,IN,:,:,WDT
-,-,0,8,:,:,IN,WDT,MD
that,that,0,9,WDT,:,:,MD,VB
will,will,0,10,MD,WDT,:,VB,DT
be,be,0,11,VB,MD,WDT,DT,VBG
this,this,0,12,DT,VB,MD,VBG,IN
evening,even,0,13,VBG,DT,VB,IN,NN
about,about,0,14,IN,VBG,DT,NN,NNS
twenty,twenty,0,15,NN,IN,VBG,NNS,TO
minutes,minute,0,16,NNS,NN,IN,TO,CD
to,to,0,17,TO,NNS,NN,CD,.
eight,eight,0,18,CD,TO,NNS,.,N/A
.,.,0,19,.,CD,TO,N/A,N/A
And,and,0,0,CC,N/A,N/A,PRP,MD
you,you,0,1,PRP,CC,N/A,MD,VB
will,will,0,2,MD,PRP,CC,VB,WRB
see,see,1,3,VB,MD,PRP,WRB,RB
how,how,0,4,WRB,VB,MD,RB,PRP
well,well,0,5,RB,WRB,VB,PRP,VBP
I,i,0,6,PRP,RB,WRB,VBP,RB
am,be,0,7,VBP,PRP,RB,RB,.
obeyed,obeyed,0,8,RB,VBP,PRP,.,``
.,.,0,9,.,RB,VBP,``,N/A
``,``,0,10,``,.,RB,N/A,N/A
The,the,0,0,DT,N/A,N/A,JJ,NN
little,little,0,1,JJ,DT,N/A,NN,VBN
prince,prince,0,2,NN,JJ,DT,VBN,.
yawned,yawn,1,3,VBN,NN,JJ,.,N/A
.,.,0,4,.,VBN,NN,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBD,VBG
was,be,0,1,VBD,PRP,N/A,VBG,PRP$
regretting,regret,1,2,VBG,VBD,PRP,PRP$,VBN
his,his,0,3,PRP$,VBG,VBD,VBN,NN
lost,lose,0,4,VBN,PRP$,VBG,NN,.
sunset,sunset,0,5,NN,VBN,PRP$,.,N/A
.,.,0,6,.,NN,VBN,N/A,N/A
And,and,1,0,CC,N/A,N/A,RB,","
then,then,0,1,RB,CC,N/A,",",RB
",",",",0,2,",",RB,CC,RB,","
too,too,0,3,RB,",",RB,",",PRP
",",",",0,4,",",RB,",",PRP,VBD
he,he,0,5,PRP,",",RB,VBD,RB
was,be,0,6,VBD,PRP,",",RB,VBG
already,already,0,7,RB,VBD,PRP,VBG,TO
beginning,begin,0,8,VBG,RB,VBD,TO,VB
to,to,0,9,TO,VBG,RB,VB,DT
be,be,0,10,VB,TO,VBG,DT,JJ
a,a,0,11,DT,VB,TO,JJ,JJ
little,little,0,12,JJ,DT,VB,JJ,.
bored,bore,0,13,JJ,JJ,DT,.,N/A
.,.,0,14,.,JJ,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
I,i,0,1,PRP,``,N/A,VBP,NN
have,have,0,2,VBP,PRP,``,NN,JJR
nothing,nothing,0,3,NN,VBP,PRP,JJR,TO
more,more,0,4,JJR,NN,VBP,TO,VB
to,to,0,5,TO,JJR,NN,VB,RB
do,do,0,6,VB,TO,JJR,RB,","
here,here,0,7,RB,VB,TO,",",``
",",",",0,8,",",RB,VB,``,PRP
``,``,0,9,``,",",RB,PRP,VBD
he,he,0,10,PRP,``,",",VBD,TO
said,say,1,11,VBD,PRP,``,TO,DT
to,to,0,12,TO,VBD,PRP,DT,NN
the,the,0,13,DT,TO,VBD,NN,.
king,king,0,14,NN,DT,TO,.,N/A
.,.,0,15,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,RB,PRP
So,so,0,1,RB,``,N/A,PRP,MD
I,i,0,2,PRP,RB,``,MD,VB
shall,shall,0,3,MD,PRP,RB,VB,RP
set,set,0,4,VB,MD,PRP,RP,IN
out,out,0,5,RP,VB,MD,IN,PRP$
on,on,0,6,IN,RP,VB,PRP$,NN
my,my,0,7,PRP$,IN,RP,NN,RB
way,way,0,8,NN,PRP$,IN,RB,.
again,again,0,9,RB,NN,PRP$,.,``
.,.,0,10,.,RB,NN,``,N/A
``,``,0,11,``,.,RB,N/A,N/A
``,``,0,0,``,N/A,N/A,VB,RB
Do,do,0,1,VB,``,N/A,RB,VB
not,not,0,2,RB,VB,``,VB,","
go,go,0,3,VB,RB,VB,",",``
",",",",0,4,",",VB,RB,``,VBD
``,``,0,5,``,",",VB,VBD,DT
said,say,1,6,VBD,``,",",DT,NN
the,the,0,7,DT,VBD,``,NN,","
king,king,0,8,NN,DT,VBD,",",WP
",",",",0,9,",",NN,DT,WP,VBD
who,who,0,10,WP,",",NN,VBD,RB
was,be,0,11,VBD,WP,",",RB,JJ
very,very,0,12,RB,VBD,WP,JJ,IN
proud,proud,0,13,JJ,RB,VBD,IN,VBG
of,of,0,14,IN,JJ,RB,VBG,DT
having,have,0,15,VBG,IN,JJ,DT,NN
a,a,0,16,DT,VBG,IN,NN,.
subject,subject,0,17,NN,DT,VBG,.,N/A
.,.,0,18,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,VB,RB
Do,do,0,1,VB,``,N/A,RB,VB
not,not,0,2,RB,VB,``,VB,.
go,go,1,3,VB,RB,VB,.,N/A
.,.,0,4,.,VB,RB,N/A,N/A
I,i,0,0,PRP,N/A,N/A,MD,VB
will,will,0,1,MD,PRP,N/A,VB,PRP
make,make,1,2,VB,MD,PRP,PRP,DT
you,you,0,3,PRP,VB,MD,DT,NNP
a,a,0,4,DT,PRP,VB,NNP,.
Minister,minister,0,5,NNP,DT,PRP,.,``
!,!,0,6,.,NNP,DT,``,N/A
``,``,0,7,``,.,NNP,N/A,N/A
``,``,0,0,``,N/A,N/A,NNP,IN
Minister,minister,1,1,NNP,``,N/A,IN,WP
of,of,0,2,IN,NNP,``,WP,.
what,what,0,3,WP,IN,NNP,.,``
?,?,0,4,.,WP,IN,``,N/A
``,``,0,5,``,.,WP,N/A,N/A
``,``,0,0,``,N/A,N/A,NN,IN
Minster,minster,0,1,NN,``,N/A,IN,:
of,of,0,2,IN,NN,``,:,:
-,-,0,3,:,IN,NN,:,IN
-,-,0,4,:,:,IN,IN,NNP
of,of,0,5,IN,:,:,NNP,.
Justice,justice,0,6,NNP,IN,:,.,``
!,!,0,7,.,NNP,IN,``,N/A
``,``,0,8,``,.,NNP,N/A,N/A
``,``,0,0,``,N/A,N/A,CC,EX
But,but,0,1,CC,``,N/A,EX,VBZ
there,there,0,2,EX,CC,``,VBZ,NN
is,be,0,3,VBZ,EX,CC,NN,RB
nobody,nobody,1,4,NN,VBZ,EX,RB,TO
here,here,0,5,RB,NN,VBZ,TO,VB
to,to,0,6,TO,RB,NN,VB,.
judge,judge,0,7,VB,TO,RB,.,``
!,!,0,8,.,VB,TO,``,N/A
``,``,0,9,``,.,VB,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
We,we,0,1,PRP,``,N/A,VBP,RB
do,do,0,2,VBP,PRP,``,RB,VB
not,not,0,3,RB,VBP,PRP,VB,IN
know,know,0,4,VB,RB,VBP,IN,","
that,that,0,5,IN,VB,RB,",",``
",",",",0,6,",",IN,VB,``,DT
``,``,0,7,``,",",IN,DT,NN
the,the,0,8,DT,``,",",NN,VBD
king,king,0,9,NN,DT,``,VBD,TO
said,say,1,10,VBD,NN,DT,TO,PRP
to,to,0,11,TO,VBD,NN,PRP,.
him,him,0,12,PRP,TO,VBD,.,N/A
.,.,0,13,.,PRP,TO,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
I,i,0,1,PRP,``,N/A,VBP,RB
have,have,0,2,VBP,PRP,``,RB,RB
not,not,0,3,RB,VBP,PRP,RB,VBN
yet,yet,0,4,RB,RB,VBP,VBN,DT
made,make,0,5,VBN,RB,RB,DT,JJ
a,a,0,6,DT,VBN,RB,JJ,NN
complete,complete,0,7,JJ,DT,VBN,NN,IN
tour,tour,1,8,NN,JJ,DT,IN,PRP$
of,of,0,9,IN,NN,JJ,PRP$,NN
my,my,0,10,PRP$,IN,NN,NN,.
kingdom,kingdom,0,11,NN,PRP$,IN,.,N/A
.,.,0,12,.,NN,PRP$,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBP,RB
am,be,0,1,VBP,PRP,N/A,RB,JJ
very,very,0,2,RB,VBP,PRP,JJ,.
old,old,1,3,JJ,RB,VBP,.,N/A
.,.,0,4,.,JJ,RB,N/A,N/A
There,there,0,0,EX,N/A,N/A,VBZ,DT
is,be,0,1,VBZ,EX,N/A,DT,NN
no,no,0,2,DT,VBZ,EX,NN,RB
room,room,1,3,NN,DT,VBZ,RB,IN
here,here,0,4,RB,NN,DT,IN,DT
for,for,0,5,IN,RB,NN,DT,NN
a,a,0,6,DT,IN,RB,NN,.
carriage,carriage,0,7,NN,DT,IN,.,N/A
.,.,0,8,.,NN,DT,N/A,N/A
And,and,0,0,CC,N/A,N/A,PRP,VBZ
it,it,0,1,PRP,CC,N/A,VBZ,PRP
tires,tire,1,2,VBZ,PRP,CC,PRP,TO
me,me,0,3,PRP,VBZ,PRP,TO,VB
to,to,0,4,TO,PRP,VBZ,VB,.
walk,walk,0,5,VB,TO,PRP,.,``
.,.,0,6,.,VB,TO,``,N/A
``,``,0,7,``,.,VB,N/A,N/A
``,``,0,0,``,N/A,N/A,UH,","
Oh,oh,0,1,UH,``,N/A,",",CC
",",",",0,2,",",UH,``,CC,PRP
but,but,0,3,CC,",",UH,PRP,VBP
I,i,0,4,PRP,CC,",",VBP,VBN
have,have,0,5,VBP,PRP,CC,VBN,RB
looked,look,0,6,VBN,VBP,PRP,RB,.
already,already,0,7,RB,VBN,VBP,.,``
!,!,0,8,.,RB,VBN,``,VBD
``,``,0,9,``,.,RB,VBD,DT
said,say,1,10,VBD,``,.,DT,JJ
the,the,0,11,DT,VBD,``,JJ,NN
little,little,0,12,JJ,DT,VBD,NN,","
prince,prince,0,13,NN,JJ,DT,",",VBG
",",",",0,14,",",NN,JJ,VBG,RB
turning,turn,0,15,VBG,",",NN,RB,TO
around,around,0,16,RB,VBG,",",TO,VB
to,to,0,17,TO,RB,VBG,VB,CD
give,give,0,18,VB,TO,RB,CD,JJR
one,one,0,19,CD,VB,TO,JJR,NN
more,more,0,20,JJR,CD,VB,NN,TO
glance,glance,0,21,NN,JJR,CD,TO,DT
to,to,0,22,TO,NN,JJR,DT,JJ
the,the,0,23,DT,TO,NN,JJ,NN
other,other,0,24,JJ,DT,TO,NN,IN
side,side,0,25,NN,JJ,DT,IN,DT
of,of,0,26,IN,NN,JJ,DT,NN
the,the,0,27,DT,IN,NN,NN,.
planet,planet,0,28,NN,DT,IN,.,N/A
.,.,0,29,.,NN,DT,N/A,N/A
On,on,0,0,IN,N/A,N/A,DT,NN
that,that,0,1,DT,IN,N/A,NN,","
side,side,0,2,NN,DT,IN,",",IN
",",",",0,3,",",NN,DT,IN,IN
as,a,0,4,IN,",",NN,IN,DT
on,on,0,5,IN,IN,",",DT,","
this,this,0,6,DT,IN,IN,",",EX
",",",",0,7,",",DT,IN,EX,VBD
there,there,0,8,EX,",",DT,VBD,NN
was,be,0,9,VBD,EX,",",NN,IN
nobody,nobody,1,10,NN,VBD,EX,IN,DT
at,at,0,11,IN,NN,VBD,DT,:
all,all,0,12,DT,IN,NN,:,N/A
...,...,0,13,:,DT,IN,N/A,N/A
``,``,0,0,``,N/A,N/A,RB,PRP
Then,then,0,1,RB,``,N/A,PRP,MD
you,you,0,2,PRP,RB,``,MD,VB
shall,shall,0,3,MD,PRP,RB,VB,PRP
judge,judge,0,4,VB,MD,PRP,PRP,","
yourself,yourself,0,5,PRP,VB,MD,",",``
",",",",0,6,",",PRP,VB,``,DT
``,``,0,7,``,",",PRP,DT,NN
the,the,0,8,DT,``,",",NN,VBD
king,king,0,9,NN,DT,``,VBD,.
answered,answer,1,10,VBD,NN,DT,.,N/A
.,.,0,11,.,VBD,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,DT,VBZ
that,that,0,1,DT,``,N/A,VBZ,DT
is,be,0,2,VBZ,DT,``,DT,RBS
the,the,0,3,DT,VBZ,DT,RBS,JJ
most,most,0,4,RBS,DT,VBZ,JJ,NN
difficult,difficult,0,5,JJ,RBS,DT,NN,IN
thing,thing,1,6,NN,JJ,RBS,IN,DT
of,of,0,7,IN,NN,JJ,DT,.
all,all,0,8,DT,IN,NN,.,N/A
.,.,0,9,.,DT,IN,N/A,N/A
It,it,0,0,PRP,N/A,N/A,VBZ,RB
is,be,0,1,VBZ,PRP,N/A,RB,RBR
much,much,0,2,RB,VBZ,PRP,RBR,JJ
more,more,0,3,RBR,RB,VBZ,JJ,TO
difficult,difficult,1,4,JJ,RBR,RB,TO,VB
to,to,0,5,TO,JJ,RBR,VB,PRP
judge,judge,0,6,VB,TO,JJ,PRP,IN
oneself,oneself,0,7,PRP,VB,TO,IN,TO
than,than,0,8,IN,PRP,VB,TO,VB
to,to,0,9,TO,IN,PRP,VB,NNS
judge,judge,0,10,VB,TO,IN,NNS,.
others,others,0,11,NNS,VB,TO,.,N/A
.,.,0,12,.,NNS,VB,N/A,N/A
If,if,0,0,IN,N/A,N/A,PRP,VB
you,you,0,1,PRP,IN,N/A,VB,IN
succeed,succeed,0,2,VB,PRP,IN,IN,VBG
in,in,0,3,IN,VB,PRP,VBG,PRP
judging,judging,0,4,VBG,IN,VB,PRP,RB
yourself,yourself,0,5,PRP,VBG,IN,RB,","
rightly,rightly,0,6,RB,PRP,VBG,",",RB
",",",",0,7,",",RB,PRP,RB,PRP
then,then,0,8,RB,",",RB,PRP,VBP
you,you,0,9,PRP,RB,",",VBP,RB
are,be,0,10,VBP,PRP,RB,RB,DT
indeed,indeed,0,11,RB,VBP,PRP,DT,NN
a,a,0,12,DT,RB,VBP,NN,IN
man,man,0,13,NN,DT,RB,IN,JJ
of,of,0,14,IN,NN,DT,JJ,NN
true,true,0,15,JJ,IN,NN,NN,.
wisdom,wisdom,0,16,NN,JJ,IN,.,``
.,.,0,17,.,NN,JJ,``,N/A
``,``,0,18,``,.,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,UH,","
Yes,yes,0,1,UH,``,N/A,",",``
",",",",0,2,",",UH,``,``,VBD
``,``,0,3,``,",",UH,VBD,DT
said,say,1,4,VBD,``,",",DT,JJ
the,the,0,5,DT,VBD,``,JJ,NN
little,little,0,6,JJ,DT,VBD,NN,","
prince,prince,0,7,NN,JJ,DT,",",``
",",",",0,8,",",NN,JJ,``,CC
``,``,0,9,``,",",NN,CC,PRP
but,but,0,10,CC,``,",",PRP,MD
I,i,0,11,PRP,CC,``,MD,VB
can,can,0,12,MD,PRP,CC,VB,PRP
judge,judge,0,13,VB,MD,PRP,PRP,RB
myself,myself,0,14,PRP,VB,MD,RB,.
anywhere,anywhere,0,15,RB,PRP,VB,.,N/A
.,.,0,16,.,RB,PRP,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBP,RB
do,do,0,1,VBP,PRP,N/A,RB,VB
not,not,0,2,RB,VBP,PRP,VB,TO
need,need,1,3,VB,RB,VBP,TO,VB
to,to,0,4,TO,VB,RB,VB,IN
live,live,0,5,VB,TO,VB,IN,DT
on,on,0,6,IN,VB,TO,DT,NN
this,this,0,7,DT,IN,VB,NN,.
planet,planet,0,8,NN,DT,IN,.,N/A
.,.,0,9,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,NN,.
Hum,hum,1,1,NN,``,N/A,.,N/A
!,!,0,2,.,NN,``,N/A,N/A
Hum,hum,0,0,NN,N/A,N/A,.,``
!,!,0,1,.,NN,N/A,``,VBD
``,``,0,2,``,.,NN,VBD,DT
said,say,1,3,VBD,``,.,DT,NN
the,the,0,4,DT,VBD,``,NN,.
king,king,0,5,NN,DT,VBD,.,N/A
.,.,0,6,.,NN,DT,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBP
I,i,0,1,PRP,``,N/A,VBP,JJ
have,have,1,2,VBP,PRP,``,JJ,NN
good,good,0,3,JJ,VBP,PRP,NN,TO
reason,reason,0,4,NN,JJ,VBP,TO,VB
to,to,0,5,TO,NN,JJ,VB,IN
believe,believe,0,6,VB,TO,NN,IN,RB
that,that,0,7,IN,VB,TO,RB,IN
somewhere,somewhere,0,8,RB,IN,VB,IN,PRP$
on,on,0,9,IN,RB,IN,PRP$,NN
my,my,0,10,PRP$,IN,RB,NN,EX
planet,planet,0,11,NN,PRP$,IN,EX,VBZ
there,there,0,12,EX,NN,PRP$,VBZ,DT
is,be,0,13,VBZ,EX,NN,DT,JJ
an,an,0,14,DT,VBZ,EX,JJ,NN
old,old,0,15,JJ,DT,VBZ,NN,.
rat,rat,0,16,NN,JJ,DT,.,N/A
.,.,0,17,.,NN,JJ,N/A,N/A
I,i,0,0,PRP,N/A,N/A,VBP,PRP
hear,hear,1,1,VBP,PRP,N/A,PRP,IN
him,him,0,2,PRP,VBP,PRP,IN,NN
at,at,0,3,IN,PRP,VBP,NN,.
night,night,0,4,NN,IN,PRP,.,N/A
.,.,0,5,.,NN,IN,N/A,N/A
You,you,0,0,PRP,N/A,N/A,MD,VB
can,can,0,1,MD,PRP,N/A,VB,DT
judge,judge,0,2,VB,MD,PRP,DT,JJ
this,this,0,3,DT,VB,MD,JJ,NN
old,old,0,4,JJ,DT,VB,NN,.
rat,rat,0,5,NN,JJ,DT,.,N/A
.,.,0,6,.,NN,JJ,N/A,N/A
From,from,0,0,IN,N/A,N/A,NN,TO
time,time,0,1,NN,IN,N/A,TO,NN
to,to,0,2,TO,NN,IN,NN,PRP
time,time,0,3,NN,TO,NN,PRP,MD
you,you,0,4,PRP,NN,TO,MD,VB
will,will,0,5,MD,PRP,NN,VB,PRP
condemn,condemn,1,6,VB,MD,PRP,PRP,TO
him,him,0,7,PRP,VB,MD,TO,NN
to,to,0,8,TO,PRP,VB,NN,.
death,death,0,9,NN,TO,PRP,.,N/A
.,.,0,10,.,NN,TO,N/A,N/A
Thus,thus,0,0,RB,N/A,N/A,PRP$,NN
his,his,0,1,PRP$,RB,N/A,NN,MD
life,life,0,2,NN,PRP$,RB,MD,VB
will,will,0,3,MD,NN,PRP$,VB,IN
depend,depend,1,4,VB,MD,NN,IN,PRP$
on,on,0,5,IN,VB,MD,PRP$,NN
your,your,0,6,PRP$,IN,VB,NN,.
justice,justice,0,7,NN,PRP$,IN,.,N/A
.,.,0,8,.,NN,PRP$,N/A,N/A
But,but,0,0,CC,N/A,N/A,PRP,MD
you,you,0,1,PRP,CC,N/A,MD,VB
will,will,0,2,MD,PRP,CC,VB,PRP
pardon,pardon,1,3,VB,MD,PRP,PRP,IN
him,him,0,4,PRP,VB,MD,IN,DT
on,on,0,5,IN,PRP,VB,DT,NN
each,each,0,6,DT,IN,PRP,NN,:
occasion,occasion,0,7,NN,DT,IN,:,IN
;,;,0,8,:,NN,DT,IN,PRP
for,for,0,9,IN,:,NN,PRP,MD
he,he,0,10,PRP,IN,:,MD,VB
must,must,0,11,MD,PRP,IN,VB,VBN
be,be,0,12,VB,MD,PRP,VBN,RB
treated,treat,0,13,VBN,VB,MD,RB,.
thriftily,thriftily,0,14,RB,VBN,VB,.,N/A
.,.,0,15,.,RB,VBN,N/A,N/A
He,he,0,0,PRP,N/A,N/A,VBZ,DT
is,be,0,1,VBZ,PRP,N/A,DT,JJ
the,the,0,2,DT,VBZ,PRP,JJ,CD
only,only,0,3,JJ,DT,VBZ,CD,PRP
one,one,1,4,CD,JJ,DT,PRP,VBP
we,we,0,5,PRP,CD,JJ,VBP,.
have,have,0,6,VBP,PRP,CD,.,``
.,.,0,7,.,VBP,PRP,``,N/A
``,``,0,8,``,.,VBP,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,","
I,i,0,1,PRP,``,N/A,",",``
",",",",0,2,",",PRP,``,``,VBD
``,``,0,3,``,",",PRP,VBD,DT
replied,reply,1,4,VBD,``,",",DT,JJ
the,the,0,5,DT,VBD,``,JJ,NN
little,little,0,6,JJ,DT,VBD,NN,","
prince,prince,0,7,NN,JJ,DT,",",``
",",",",0,8,",",NN,JJ,``,VBP
``,``,0,9,``,",",NN,VBP,RB
do,do,0,10,VBP,``,",",RB,IN
not,not,0,11,RB,VBP,``,IN,TO
like,like,0,12,IN,RB,VBP,TO,VB
to,to,0,13,TO,IN,RB,VB,NN
condemn,condemn,0,14,VB,TO,IN,NN,TO
anyone,anyone,0,15,NN,VB,TO,TO,NN
to,to,0,16,TO,NN,VB,NN,.
death,death,0,17,NN,TO,NN,.,N/A
.,.,0,18,.,NN,TO,N/A,N/A
And,and,0,0,CC,N/A,N/A,RB,PRP
now,now,0,1,RB,CC,N/A,PRP,VBP
I,i,0,2,PRP,RB,CC,VBP,PRP
think,think,1,3,VBP,PRP,RB,PRP,MD
I,i,0,4,PRP,VBP,PRP,MD,VB
will,will,0,5,MD,PRP,VBP,VB,IN
go,go,0,6,VB,MD,PRP,IN,PRP$
on,on,0,7,IN,VB,MD,PRP$,NN
my,my,0,8,PRP$,IN,VB,NN,.
way,way,0,9,NN,PRP$,IN,.,``
.,.,0,10,.,NN,PRP$,``,N/A
``,``,0,11,``,.,NN,N/A,N/A
``,``,0,0,``,N/A,N/A,RB,","
No,no,0,1,RB,``,N/A,",",``
",",",",0,2,",",RB,``,``,VBD
``,``,0,3,``,",",RB,VBD,DT
said,say,1,4,VBD,``,",",DT,NN
the,the,0,5,DT,VBD,``,NN,.
king,king,0,6,NN,DT,VBD,.,N/A
.,.,0,7,.,NN,DT,N/A,N/A
But,but,0,0,CC,N/A,N/A,DT,JJ
the,the,0,1,DT,CC,N/A,JJ,NN
little,little,0,2,JJ,DT,CC,NN,","
prince,prince,0,3,NN,JJ,DT,",",VBG
",",",",0,4,",",NN,JJ,VBG,RB
having,have,0,5,VBG,",",NN,RB,VBN
now,now,0,6,RB,VBG,",",VBN,PRP$
completed,complete,0,7,VBN,RB,VBG,PRP$,NNS
his,his,0,8,PRP$,VBN,RB,NNS,IN
preparations,preparation,0,9,NNS,PRP$,VBN,IN,NN
for,for,0,10,IN,NNS,PRP$,NN,","
departure,departure,0,11,NN,IN,NNS,",",VBD
",",",",0,12,",",NN,IN,VBD,DT
had,have,0,13,VBD,",",NN,DT,JJ
no,no,0,14,DT,VBD,",",JJ,TO
wish,wish,1,15,JJ,DT,VBD,TO,VB
to,to,0,16,TO,JJ,DT,VB,DT
grieve,grieve,0,17,VB,TO,JJ,DT,JJ
the,the,0,18,DT,VB,TO,JJ,NN
old,old,0,19,JJ,DT,VB,NN,.
monarch,monarch,0,20,NN,JJ,DT,.,N/A
.,.,0,21,.,NN,JJ,N/A,N/A
``,``,0,0,``,N/A,N/A,IN,PRP$
If,if,0,1,IN,``,N/A,PRP$,NNP
Your,your,0,2,PRP$,IN,``,NNP,NNS
Majesty,majesty,0,3,NNP,PRP$,IN,NNS,TO
wishes,wish,0,4,NNS,NNP,PRP$,TO,VB
to,to,0,5,TO,NNS,NNP,VB,RB
be,be,0,6,VB,TO,NNS,RB,VBN
promptly,promptly,0,7,RB,VB,TO,VBN,","
obeyed,obeyed,0,8,VBN,RB,VB,",",``
",",",",0,9,",",VBN,RB,``,PRP
``,``,0,10,``,",",VBN,PRP,VBD
he,he,0,11,PRP,``,",",VBD,","
said,say,1,12,VBD,PRP,``,",",``
",",",",0,13,",",VBD,PRP,``,PRP
``,``,0,14,``,",",VBD,PRP,MD
he,he,0,15,PRP,``,",",MD,VB
should,should,0,16,MD,PRP,``,VB,JJ
be,be,0,17,VB,MD,PRP,JJ,TO
able,able,0,18,JJ,VB,MD,TO,VB
to,to,0,19,TO,JJ,VB,VB,PRP
give,give,0,20,VB,TO,JJ,PRP,DT
me,me,0,21,PRP,VB,TO,DT,JJ
a,a,0,22,DT,PRP,VB,JJ,NN
reasonable,reasonable,0,23,JJ,DT,PRP,NN,.
order,order,0,24,NN,JJ,DT,.,N/A
.,.,0,25,.,NN,JJ,N/A,N/A
He,he,0,0,PRP,N/A,N/A,MD,VB
should,should,0,1,MD,PRP,N/A,VB,JJ
be,be,0,2,VB,MD,PRP,JJ,","
able,able,0,3,JJ,VB,MD,",",IN
",",",",0,4,",",JJ,VB,IN,NN
for,for,0,5,IN,",",JJ,NN,","
example,example,0,6,NN,IN,",",",",TO
",",",",0,7,",",NN,IN,TO,NN
to,to,0,8,TO,",",NN,NN,PRP
order,order,0,9,NN,TO,",",PRP,TO
me,me,0,10,PRP,NN,TO,TO,VB
to,to,0,11,TO,PRP,NN,VB,VBN
be,be,0,12,VB,TO,PRP,VBN,IN
gone,go,0,13,VBN,VB,TO,IN,DT
by,by,0,14,IN,VBN,VB,DT,NN
the,the,0,15,DT,IN,VBN,NN,IN
end,end,0,16,NN,DT,IN,IN,CD
of,of,0,17,IN,NN,DT,CD,NN
one,one,0,18,CD,IN,NN,NN,.
minute,minute,0,19,NN,CD,IN,.,N/A
.,.,0,20,.,NN,CD,N/A,N/A
It,it,0,0,PRP,N/A,N/A,VBZ,TO
seems,seem,1,1,VBZ,PRP,N/A,TO,PRP
to,to,0,2,TO,VBZ,PRP,PRP,IN
me,me,0,3,PRP,TO,VBZ,IN,NNS
that,that,0,4,IN,PRP,TO,NNS,VBP
conditions,condition,0,5,NNS,IN,PRP,VBP,JJ
are,be,0,6,VBP,NNS,IN,JJ,:
favorable,favorable,0,7,JJ,VBP,NNS,:,``
...,...,0,8,:,JJ,VBP,``,N/A
``,``,0,9,``,:,JJ,N/A,N/A
As,as,0,0,IN,N/A,N/A,DT,NN
the,the,0,1,DT,IN,N/A,NN,VBD
king,king,0,2,NN,DT,IN,VBD,DT
made,make,0,3,VBD,NN,DT,DT,NN
no,no,0,4,DT,VBD,NN,NN,","
answer,answer,0,5,NN,DT,VBD,",",DT
",",",",0,6,",",NN,DT,DT,JJ
the,the,0,7,DT,",",NN,JJ,NN
little,little,0,8,JJ,DT,",",NN,VBD
prince,prince,0,9,NN,JJ,DT,VBD,DT
hesitated,hesitate,1,10,VBD,NN,JJ,DT,NN
a,a,0,11,DT,VBD,NN,NN,.
moment,moment,0,12,NN,DT,VBD,.,N/A
.,.,0,13,.,NN,DT,N/A,N/A
Then,then,0,0,RB,N/A,N/A,",",IN
",",",",0,1,",",RB,N/A,IN,DT
with,with,0,2,IN,",",RB,DT,NN
a,a,0,3,DT,IN,",",NN,","
sigh,sigh,0,4,NN,DT,IN,",",PRP
",",",",0,5,",",NN,DT,PRP,VBD
he,he,0,6,PRP,",",NN,VBD,PRP$
took,take,1,7,VBD,PRP,",",PRP$,NN
his,his,0,8,PRP$,VBD,PRP,NN,.
leave,leave,0,9,NN,PRP$,VBD,.,N/A
.,.,0,10,.,NN,PRP$,N/A,N/A
``,``,0,0,``,N/A,N/A,PRP,VBD
I,i,0,1,PRP,``,N/A,VBD,PRP
made,make,0,2,VBD,PRP,``,PRP,PRP$
you,you,0,3,PRP,VBD,PRP,PRP$,NNP
my,my,0,4,PRP$,PRP,VBD,NNP,","
Ambassador,ambassador,0,5,NNP,PRP$,PRP,",",``
",",",",0,6,",",NNP,PRP$,``,DT
``,``,0,7,``,",",NNP,DT,NN
the,the,0,8,DT,``,",",NN,VBN
